GEO_UID,Visible_minority%,Immigrants%,Canadian_citizens%,Housing_Renter%,Housing_Owner%,Native_english/french_speaker%,Martial_status_Married%,Single-detached_house%,Highrise_condo%,Movable_dwelling%,Avg_household_size,Age_0_14%,Age_15_64%,Age_65%,Age_avg
59150004,0.190217391,0.258152174,0.923913043,0.081521739,0.366847826,1,0.597826087,0.465116279,0,0,2.4,0.081521739,0.679347826,0.244565217,48.1
59150005,0.109343936,0.218687873,0.914512922,0.119284294,0.328031809,0.994035785,0.457256461,0.294117647,0,0,2.5,0.159045726,0.685884692,0.149105368,41.9
59150006,0.196759259,0.300925926,0.972222222,0.185185185,0.277777778,1,0.509259259,0.625,0.225,0,2.2,0.150462963,0.625,0.208333333,46.7
59150007,0.091575092,0.311355311,0.924908425,0.036630037,0.347985348,0.943223443,0.622710623,0.882352941,0,0,2.5,0.10989011,0.613553114,0.283882784,49.1
59150008,0.14261745,0.394295302,0.981543624,0.033557047,0.377516779,1,0.604026846,0.850202429,0,0,2.7,0.167785235,0.57885906,0.268456376,47.4
59150009,0.162907268,0.37593985,0.814536341,0.037593985,0.288220551,0.989974937,0.551378446,0.839160839,0,0,3,0.137844612,0.651629073,0.200501253,42.9
59150010,0.126353791,0.282791817,0.818291215,0.030084236,0.312876053,0.890493381,0.589651023,0.891719745,0,0,2.8,0.150421179,0.631768953,0.216606498,44.7
59150012,0.33203125,0.33203125,0.751953125,0.01953125,0.3125,0.869140625,0.595703125,0.824175824,0,0,2.9,0.15625,0.634765625,0.205078125,43.8
59150013,0.277777778,0.333333333,0.958333333,0.027777778,0.291666667,1,0.569444444,0.860655738,0,0,3,0.152777778,0.666666667,0.180555556,42.4
59150014,0.453271028,0.528037383,0.841121495,0.03271028,0.355140187,0.976635514,0.626168224,0.307692308,0.32967033,0,2.6,0.107476636,0.607476636,0.285046729,48.2
59150015,0.212121212,0.242424242,0.909090909,0.02020202,0.323232323,1,0.545454545,0.888888889,0,0,3,0.202020202,0.626262626,0.181818182,40.8
59150016,0.302663438,0.351089588,0.823244552,0.04842615,0.290556901,1,0.520581114,0.872483221,0,0,3.1,0.266343826,0.605326877,0.133171913,38.5
59150017,0.248344371,0.331125828,0.745033113,0.033112583,0.331125828,0.894039735,0.562913907,0.826446281,0,0,2.7,0.165562914,0.629139073,0.198675497,43.6
59150018,0.240295749,0.369685767,0.887245841,0.073937153,0.314232902,0.970425139,0.573012939,0.790598291,0,0,2.5,0.129390018,0.563770795,0.304990758,48.3
59150019,0.050251256,0.259631491,0.720268007,0.033500838,0.309882747,0.829145729,0.569514238,0.840909091,0,0,2.8,0.209380235,0.577889447,0.217755444,43.1
59150020,0.385604113,0.347043702,0.655526992,0.038560411,0.257069409,0.87403599,0.552699229,0.882352941,0,0,3.1,0.205655527,0.655526992,0.141388175,40.1
59150021,0,0.261324042,0.836236934,0.069686411,0.243902439,0.975609756,0.487804878,0.909090909,0,0,3,0.156794425,0.644599303,0.191637631,41.9
59150022,0.462328767,0.51369863,0.650684932,0.068493151,0.22260274,0.976027397,0.530821918,0.909090909,0,0,3.5,0.239726027,0.599315068,0.154109589,37.7
59150023,0.261732852,0.306859206,0.83032491,0.018050542,0.297833935,0.920577617,0.541516245,0.91160221,0,0,3.1,0.171480144,0.667870036,0.153429603,40.2
59150024,0.160818713,0.365497076,1.023391813,0,0.380116959,1,0.628654971,0.708955224,0,0,2.7,0.131578947,0.599415205,0.263157895,48.2
59150025,0.123152709,0.254515599,0.985221675,0.016420361,0.328407225,1,0.574712644,0.823529412,0,0,2.7,0.139573071,0.607553366,0.254515599,46
59150027,0.132275132,0.502645503,1.049382716,0.24691358,0.432098765,1,0.57319224,0.075757576,0.757575758,0,1.6,0.026455026,0.299823633,0.687830688,68.7
59150028,0.328054299,0.441176471,1.018099548,0.090497738,0.418552036,1,0.486425339,0.248962656,0,0,2,0.101809955,0.497737557,0.407239819,53.5
59150029,0.177304965,0.496453901,0.874704492,0.070921986,0.295508274,0.969267139,0.531914894,0.628742515,0,0,2.7,0.177304965,0.61465721,0.212765957,43.3
59150030,0.345849802,0.454545455,0.988142292,0.029644269,0.345849802,1,0.57312253,0.622119816,0,0,2.8,0.138339921,0.622529644,0.247035573,45.9
59150031,0.463235294,0.477941176,0.808823529,0.029411765,0.323529412,0.911764706,0.544117647,0.808823529,0,0,2.9,0.154411765,0.617647059,0.227941176,44.2
59150032,0.2,0.35,0.8375,0.05,0.275,0.975,0.5,0.729166667,0,0,3.2,0.1875,0.6375,0.1625,41.3
59150033,0.274841438,0.274841438,0.919661734,0,0.253699789,0.951374207,0.539112051,0.870967742,0,0,3.4,0.253699789,0.591966173,0.147991543,38.5
59150034,0.184331797,0.426267281,0.887096774,0.103686636,0.288018433,0.967741935,0.495391705,0.657142857,0,0,2.8,0.207373272,0.599078341,0.184331797,41.9
59150035,0.658783784,0.664414414,0.782657658,0.17454955,0.242117117,0.929054054,0.523648649,0.389447236,0,0,2.4,0.118243243,0.686936937,0.191441441,44.3
59150036,0.347826087,0.32173913,0.67826087,0.026086957,0.243478261,0.773913043,0.486956522,0.806451613,0,0,2.9,0.12173913,0.556521739,0.32173913,49.8
59150037,0.435267857,0.301339286,0.669642857,0.055803571,0.256696429,0.758928571,0.524553571,0.795454545,0,0,2.9,0.189732143,0.636160714,0.167410714,40.3
59150038,0.229468599,0.277777778,0.942028986,0.048309179,0.277777778,1,0.495169082,0.798611111,0,0,3,0.193236715,0.615942029,0.193236715,40.5
59150039,0.354330709,0.419947507,0.866141732,0.052493438,0.30183727,0.971128609,0.564304462,0.78358209,0,0,3,0.196850394,0.6167979,0.183727034,42.1
59150040,0.074074074,0.382716049,0.864197531,0.62962963,0.12345679,0.864197531,0.234567901,0.094936709,0,0,1.3,0.049382716,0.135802469,0.814814815,72
59150041,0.32079646,0.475663717,0.774336283,0.044247788,0.276548673,0.940265487,0.519911504,0.78125,0,0,3.1,0.188053097,0.696902655,0.121681416,39.1
59150042,0.287958115,0.405759162,0.890052356,0.039267016,0.314136126,0.981675393,0.523560209,0.694444444,0,0,2.9,0.170157068,0.602094241,0.222513089,43.6
59150043,0.205607477,0.457943925,0.813084112,0.242990654,0.392523364,0.925233645,0.401869159,0.01369863,0.863013699,0,1.5,0.056074766,0.448598131,0.504672897,60.3
59150044,0.522540984,0.717213115,0.717213115,0.461065574,0.112704918,0.983606557,0.409836066,0,0.858433735,0,1.7,0.092213115,0.645491803,0.266393443,47.8
59150045,0.355371901,0.520661157,0.900826446,0.297520661,0.347107438,1,0.438016529,0.012285012,0.835380835,0,1.6,0.049586777,0.479338843,0.47107438,58.2
59150046,0.378787879,0.562770563,0.746753247,0.119047619,0.508658009,0.963203463,0.411255411,0,0.484949833,0.016722408,1.7,0.097402597,0.487012987,0.422077922,54.2
59150047,0.387323944,0.516431925,0.88028169,0.363849765,0.305164319,0.985915493,0.375586854,0.174825175,0.716783217,0,1.6,0.058685446,0.504694836,0.4342723,57.3
59150048,0.268065268,0.361305361,0.874125874,0.081585082,0.268065268,0.932400932,0.48951049,0.714285714,0,0,2.8,0.186480186,0.652680653,0.151515152,40.9
59150049,0.446428571,0.466269841,0.813492063,0.05952381,0.267857143,0.902777778,0.535714286,0.687830688,0,0,2.9,0.178571429,0.674603175,0.148809524,40.3
59150050,0.630081301,0.538617886,0.802845528,0.030487805,0.345528455,0.995934959,0.508130081,0.702702703,0,0,2.9,0.193089431,0.640243902,0.172764228,40.8
59150051,0.47008547,0.395299145,0.865384615,0.064102564,0.299145299,1,0.534188034,0.742857143,0,0,2.9,0.16025641,0.641025641,0.202991453,43
59150052,0.160744501,0.194585448,0.549915398,0.025380711,0.203045685,0.600676819,0.38071066,0.664335664,0,0,2.7,0.084602369,0.439932318,0.473773266,59.2
59150053,0.446584939,0.411558669,0.761821366,0.026269702,0.30647986,0.866900175,0.569176883,0.730088496,0,0,2.9,0.148861646,0.665499124,0.183887916,44
59150054,0.551537071,0.524412297,0.714285714,0.081374322,0.325497288,0.931283906,0.578661844,0.408163265,0.367346939,0,2.4,0.144665461,0.623869801,0.235081374,46
59150055,0.336976321,0.418943534,0.87431694,0.14571949,0.264116576,0.983606557,0.528233151,0.328185328,0,0,2.4,0.118397086,0.628415301,0.255009107,48
59150056,0.412757974,0.459662289,0.844277674,0.403377111,0.168855535,1,0.4315197,0.045592705,0.668693009,0,1.8,0.09380863,0.553470919,0.347091932,52.5
59150059,0.419136325,0.469940728,0.732430144,0.182049111,0.237087214,0.867908552,0.419136325,0.098231827,0.422396857,0,2,0.076206605,0.448772227,0.474174428,58.2
59150062,0.60707457,0.68833652,0.783938815,0.224665392,0.296367113,0.908221797,0.444550669,0.008503401,0.952380952,0,1.9,0.086042065,0.650095602,0.26290631,49
59150064,0.413793103,0.448275862,0.770114943,0.137931034,0.24137931,0.873563218,0.494252874,0.461538462,0,0,2.4,0.137931034,0.67816092,0.183908046,43.5
59150067,0.142857143,0.337662338,0.909090909,0.051948052,0.363636364,0.987012987,0.441558442,0.269461078,0,0,2.3,0.168831169,0.701298701,0.142857143,41.5
59150068,0.472813239,0.496453901,0.602836879,0.106382979,0.165484634,0.780141844,0.543735225,0.34591195,0,0,2.8,0.153664303,0.721040189,0.11820331,39.8
59150069,0.493934142,0.519930676,0.979202773,0.216637782,0.303292894,1,0.433275563,0.283687943,0,0,2.1,0.13864818,0.667244367,0.199306759,43.3
59150070,0.103448276,0.218390805,0.954022989,0.034482759,0.344827586,1,0.528735632,0.900621118,0,0,2.7,0.172413793,0.666666667,0.16091954,41.9
59150071,0.148619958,0.318471338,0.912951168,0.031847134,0.371549894,0.955414013,0.59447983,0.932642487,0,0,2.4,0.138004246,0.626326964,0.233545648,46.4
59150072,0.403696498,0.437743191,0.9192607,0.13618677,0.30155642,1,0.505836576,0.252747253,0,0,2.3,0.170233463,0.685797665,0.145914397,39.5
59150073,0.487077535,0.487077535,0.830019881,0.054671968,0.333001988,0.934393638,0.541749503,0.111662531,0,0,2.6,0.193836978,0.715705765,0.099403579,38.4
59150074,0.194630872,0.33557047,0.912751678,0.194630872,0.120805369,0.973154362,0.422818792,0,0.020576132,0,3.1,0.214765101,0.724832215,0.067114094,35.4
59150075,0.294117647,0.343137255,1.225490196,0.036764706,0.416666667,1,0.526960784,0.582822086,0,0,2.6,0.159313725,0.625,0.220588235,43.3
59150076,0.314885496,0.400763359,0.925572519,0.114503817,0.295801527,1,0.477099237,0.434782609,0,0,2.7,0.18129771,0.677480916,0.143129771,40.6
59150077,0.406403941,0.443349754,0.935960591,0.061576355,0.270935961,1,0.455665025,0.616883117,0,0,2.8,0.184729064,0.65270936,0.160098522,40.7
59150078,0.357698289,0.489891135,0.762052877,0.108864697,0.194401244,0.863141524,0.451010886,0.248962656,0,0,2.9,0.209953344,0.684292379,0.101088647,37.5
59150079,0.417391304,0.373913043,0.869565217,0.165217391,0.217391304,0.947826087,0.530434783,0.313901345,0,0,2.6,0.139130435,0.72173913,0.130434783,41.3
59150080,0.216049383,0.432098765,0.910493827,0.185185185,0.231481481,1,0.432098765,0.11627907,0,0,2.5,0.169753086,0.725308642,0.12345679,39.5
59150081,0.283911672,0.331230284,0.867507886,0.149842271,0.283911672,0.96214511,0.449526814,0.085616438,0,0,2.4,0.165615142,0.72555205,0.11829653,38.9
59150082,0.284768212,0.456953642,0.78807947,0.139072848,0.324503311,0.900662252,0.509933775,0,0.144508671,0,2.2,0.165562914,0.655629139,0.17218543,43.1
59150083,0.243902439,0.384615385,0.816135084,0.187617261,0.281425891,0.919324578,0.487804878,0.076628352,0.019157088,0,2.1,0.140712946,0.656660413,0.206378987,43.2
59150084,0.195974576,0.32309322,0.61440678,0.264830508,0.211864407,0.730932203,0.466101695,0,0.779092702,0,1.7,0.058262712,0.603813559,0.338983051,52.7
59150085,0.481313703,0.685164213,0.951302378,0.237825595,0.356738392,1,0.509626274,0,0.828571429,0,1.7,0.06795017,0.645526614,0.277463194,49
59150086,0.297372061,0.401106501,0.926694329,0.345781466,0.262793914,1,0.366528354,0,0,0,1.7,0.082987552,0.71922545,0.20055325,44.8
59150087,0.489443378,0.441458733,0.84452975,0.441458733,0.086372361,1,0.403071017,0,0.394265233,0,1.9,0.115163148,0.796545106,0.076775432,38.3
59150088,0.413385827,0.413385827,0.61023622,0.374015748,0.078740157,0.826771654,0.433070866,0,0,0,2.1,0.147637795,0.777559055,0.078740157,38.5
59150089,0.341666667,0.466666667,0.891666667,0.308333333,0.15,1,0.425,0.092250923,0,0,2.3,0.191666667,0.708333333,0.1,38
59150090,0.2417962,0.207253886,0.820379965,0.146804836,0.18134715,0.932642487,0.466321244,0.265700483,0,0,2.9,0.207253886,0.664939551,0.138169257,38.6
59150091,0.389805097,0.464767616,0.854572714,0.449775112,0.104947526,1,0.382308846,0,0,0,1.8,0.097451274,0.734632684,0.164917541,44
59150092,0.517970402,0.517970402,0.813953488,0.359408034,0.23255814,0.983086681,0.401691332,0,0,0,1.8,0.084566596,0.750528541,0.158562368,44.1
59150093,0.39556962,0.490506329,0.65664557,0.237341772,0.19778481,0.870253165,0.443037975,0.068259386,0.153583618,0,2.2,0.134493671,0.680379747,0.189873418,43
59150094,0.324675325,0.432900433,0.815295815,0.274170274,0.187590188,0.966810967,0.432900433,0.031948882,0,0,2.2,0.122655123,0.714285714,0.158730159,42
59150095,0.241596639,0.325630252,0.871848739,0.094537815,0.262605042,0.945378151,0.472689076,0.418848168,0,0,2.6,0.18907563,0.682773109,0.136554622,40.3
59150096,0.481418919,0.523648649,0.878378378,0.076013514,0.27027027,0.962837838,0.489864865,0.363247863,0,0,2.8,0.168918919,0.684121622,0.152027027,40.9
59150097,0.338983051,0.289548023,0.946327684,0.084745763,0.282485876,0.988700565,0.494350282,0.543478261,0,0,2.8,0.20480226,0.677966102,0.120056497,39.2
59150098,0.350109409,0.382932166,0.787746171,0.054704595,0.33916849,0.897155361,0.393873085,0.099502488,0,0,2.3,0.185995624,0.689277899,0.131291028,41.1
59150099,0.566037736,0.531732419,0.90051458,0.162950257,0.171526587,0.994854202,0.411663808,0.048543689,0,0,2.9,0.180102916,0.746140652,0.068610635,36.9
59150100,0.304487179,0.336538462,0.881410256,0.184294872,0.200320513,0.977564103,0.47275641,0.36437247,0,0,2.6,0.16025641,0.673076923,0.168269231,41.7
59150101,0.313199105,0.302013423,1.040268456,0.033557047,0.29082774,1,0.536912752,0.817610063,0,0,3,0.167785235,0.659955257,0.178970917,42.4
59150102,0.152354571,0.207756233,0.914127424,0,0.346260388,0.900277008,0.55401662,0.820895522,0,0,2.9,0.12465374,0.623268698,0.235457064,45.1
59150103,0.21641791,0.291044776,0.947761194,0,0.291044776,1,0.544776119,0.786026201,0,0,3.1,0.21641791,0.626865672,0.149253731,39.9
59150104,0.194805195,0.287569573,0.927643785,0.037105751,0.278293135,0.955473098,0.510204082,0.837837838,0,0,3.2,0.204081633,0.630797774,0.157699443,40.3
59150105,0.359195402,0.402298851,0.948275862,0.057471264,0.25862069,1,0.517241379,0.725806452,0,0,3.1,0.229885057,0.632183908,0.143678161,38.7
59150106,0.181818182,0.244318182,0.857954545,0.039772727,0.306818182,0.9375,0.539772727,0.816993464,0,0,2.9,0.198863636,0.636363636,0.164772727,41
59150107,0.280777538,0.269978402,0.874730022,0.021598272,0.291576674,0.982721382,0.55075594,0.838709677,0,0,3.1,0.151187905,0.691144708,0.151187905,42.2
59150108,0.306748466,0.383435583,0.874233129,0.04601227,0.306748466,0.966257669,0.567484663,0.275590551,0,0,2.7,0.153374233,0.613496933,0.23006135,44.8
59150109,0.21331058,0.298634812,0.964163823,0.034129693,0.341296928,1,0.537542662,0.616438356,0,0,2.7,0.179180887,0.648464164,0.170648464,42.3
59150110,0.345794393,0.345794393,1.009345794,0.037383178,0.327102804,1,0.523364486,0.742574257,0,0,2.7,0.196261682,0.598130841,0.205607477,42.4
59150111,0.308411215,0.336448598,1.018691589,0.08411215,0.364485981,1,0.53271028,0.316742081,0,0,2.5,0.158878505,0.644859813,0.205607477,43.4
59150112,0.288065844,0.288065844,0.891632373,0.034293553,0.308641975,0.912208505,0.528120713,0.625,0,0,2.8,0.192043896,0.61042524,0.198902606,42.6
59150113,0.335329341,0.311377246,0.844311377,0.095808383,0.239520958,0.964071856,0.479041916,0.516129032,0,0,2.9,0.161676647,0.706586826,0.131736527,40
59150114,0.103773585,0.226415094,0.839622642,0.056603774,0.283018868,0.858490566,0.509433962,0.68627451,0,0,2.8,0.216981132,0.641509434,0.141509434,39.7
59150115,0.142118863,0.167958656,0.904392765,0.064599483,0.297157623,0.943152455,0.529715762,0.909090909,0,0,3.1,0.258397933,0.620155039,0.129198966,38.1
59150116,0.211581292,0.244988864,1.113585746,0.066815145,0.322939866,1,0.545657016,0.581395349,0,0,2.8,0.167037862,0.679287305,0.144766147,41.7
59150117,0.384615385,0.239085239,0.821205821,0.072765073,0.218295218,0.966735967,0.488565489,0.794117647,0,0,2.9,0.218295218,0.654885655,0.145530146,39.9
59150118,0.337423313,0.360429448,0.812883436,0.061349693,0.268404908,0.958588957,0.536809816,0.852017937,0,0,3,0.207055215,0.590490798,0.199386503,41.4
59150119,0.353025937,0.468299712,0.893371758,0.129682997,0.30259366,0.951008646,0.525936599,0.429042904,0,0,2.4,0.115273775,0.590778098,0.295389049,48.9
59150120,0.212121212,0.159090909,0.833333333,0.060606061,0.287878788,0.939393939,0.553030303,0.862831858,0,0,3,0.159090909,0.674242424,0.166666667,41.9
59150121,0.204626335,0.284697509,0.889679715,0,0.338078292,0.987544484,0.507117438,0.871794872,0,0,3,0.222419929,0.578291815,0.204626335,41.5
59150122,0.335249042,0.35440613,0.852490421,0.038314176,0.287356322,0.91954023,0.517241379,0.646067416,0,0,3,0.181992337,0.66091954,0.162835249,40.5
59150123,0.487951807,0.439759036,0.963855422,0.06626506,0.265060241,1,0.542168675,0.771929825,0,0,3.1,0.204819277,0.668674699,0.126506024,39.2
59150124,0.32199271,0.334143378,0.868772783,0.036452005,0.291616039,0.984204131,0.504252734,0.821167883,0,0,3.2,0.230862697,0.625759417,0.145808019,39.6
59150125,0.254065041,0.304878049,0.721544715,0.040650407,0.243902439,0.802845528,0.528455285,0.657142857,0,0,3,0.182926829,0.660569106,0.162601626,41.6
59150126,0.27700831,0.33933518,0.824099723,0.020775623,0.283933518,0.886426593,0.547091413,0.745098039,0,0,3.1,0.193905817,0.664819945,0.145429363,40.3
59150127,0.526315789,0.448564593,0.944976077,0.04784689,0.311004785,1,0.568181818,0.798045603,0,0,3,0.149521531,0.651913876,0.197368421,43.7
59150129,0.256410256,0.40433925,0.90729783,0.039447732,0.256410256,0.986193294,0.532544379,0.786516854,0,0,3.2,0.157790927,0.719921105,0.138067061,40.1
59150130,0.303448276,0.372413793,1.020689655,0.082758621,0.296551724,1,0.551724138,0.607142857,0,0,2.8,0.131034483,0.717241379,0.151724138,43.4
59150131,0.398550725,0.461956522,0.914855072,0.054347826,0.298913043,0.960144928,0.543478261,0.67961165,0,0,2.9,0.144927536,0.625,0.244565217,45.8
59150132,0.20698577,0.388098318,0.834411384,0.038809832,0.304010349,0.944372574,0.608020699,0.822147651,0,0,2.8,0.116429495,0.608020699,0.271668823,47.1
59150133,0.15625,0.300480769,0.817307692,0.072115385,0.288461538,0.949519231,0.564903846,0.692771084,0,0,2.6,0.144230769,0.612980769,0.240384615,45.3
59150134,0.236625514,0.360082305,1.018518519,0.030864198,0.339506173,1,0.565843621,0.8,0,0,2.9,0.174897119,0.617283951,0.205761317,43.4
59150135,0.222039474,0.246710526,0.970394737,0.090460526,0.279605263,1,0.518092105,0.576923077,0,0,2.8,0.180921053,0.682565789,0.139802632,40.6
59150136,0.187891441,0.240083507,0.793319415,0.041753653,0.229645094,0.824634656,0.459290188,0.446927374,0,0,3.1,0.208768267,0.668058455,0.114822547,37.8
59150137,0.179245283,0.301886792,0.58490566,0.113207547,0.254716981,0.726415094,0.452830189,0.172413793,0,0,2,0.075471698,0.5,0.424528302,55.8
59150140,0.337078652,0.337078652,0.9082397,0.243445693,0.215355805,1,0.374531835,0.142857143,0,0,2.2,0.140449438,0.739700375,0.121722846,40.3
59150141,0.358761329,0.438066465,0.895015106,0.166163142,0.366314199,0.993202417,0.464501511,0.03511236,0.259831461,0,1.9,0.120845921,0.736404834,0.143504532,42.1
59150142,0.329768271,0.347593583,0.721925134,0.142602496,0.213903743,0.882352941,0.525846702,0.372093023,0,0,2.8,0.151515152,0.721925134,0.13368984,40.2
59150143,0.372983871,0.403225806,1.22983871,0.120967742,0.3125,1,0.473790323,0.269607843,0,0,2.6,0.171370968,0.685483871,0.151209677,41
59150145,0.337922403,0.312891114,0.888610763,0.093867334,0.269086358,1,0.500625782,0.486577181,0,0,2.9,0.143929912,0.725907384,0.131414268,40.2
59150146,0.574074074,0.564814815,0.888888889,0.027777778,0.277777778,1,0.537037037,0.809248555,0,0,3.3,0.157407407,0.694444444,0.148148148,41.6
59150147,0.200945626,0.141843972,0.921985816,0.035460993,0.283687943,0.98108747,0.555555556,0.75862069,0,0,2.9,0.177304965,0.661938534,0.165484634,40.7
59150148,0.18766756,0.221179625,0.482573727,0.053619303,0.160857909,0.529490617,0.462466488,0.365168539,0,0,2.6,0.100536193,0.361930295,0.536193029,62.1
59150152,0.475059382,0.451306413,0.783847981,0.356294537,0.106888361,1,0.403800475,0.050761421,0,0,2.2,0.118764846,0.795724466,0.083135392,38.1
59150153,0.191518468,0.273597811,0.930232558,0.164158687,0.24623803,0.943912449,0.49247606,0.373376623,0,0,2.5,0.177838577,0.615595075,0.205198358,42.9
59150157,0.208333333,0.324074074,0.925925926,0.046296296,0.277777778,0.983796296,0.520833333,0.694444444,0,0,3.1,0.196759259,0.648148148,0.162037037,41.1
59150158,0.273224044,0.309653916,0.928961749,0.045537341,0.29143898,0.992714026,0.546448087,0.664893617,0,0,2.9,0.14571949,0.719489982,0.136612022,41.6
59150159,0.242165242,0.306267806,0.925925926,0.056980057,0.270655271,0.975783476,0.498575499,0.599173554,0,0,3,0.213675214,0.641025641,0.142450142,39.4
59150160,0.246132208,0.29535865,0.738396624,0.070323488,0.232067511,0.815752461,0.534458509,0.588235294,0,0,3.2,0.218002813,0.682137834,0.105485232,37.7
59150161,0.24577573,0.261136713,0.960061444,0.053763441,0.291858679,0.998463902,0.529953917,0.595744681,0,0,3,0.19969278,0.668202765,0.122887865,39.4
59150162,0.082159624,0.223004695,1.126760563,0.070422535,0.305164319,1,0.551643192,0.5625,0,0,2.8,0.199530516,0.692488263,0.117370892,39.7
59150163,0.19047619,0.246031746,1,0.079365079,0.261904762,1,0.46031746,0.495283019,0,0,3.1,0.206349206,0.69047619,0.103174603,36.4
59150164,0.123022847,0.158172232,0.949033392,0.07029877,0.289982425,1,0.474516696,0.547263682,0,0,2.9,0.202108963,0.667838313,0.123022847,38.2
59150165,0.229007634,0.257633588,0.772900763,0.057251908,0.248091603,0.830152672,0.505725191,0.653409091,0,0,3.1,0.16221374,0.677480916,0.16221374,41.2
59150166,0.107526882,0.215053763,0.985663082,0.035842294,0.286738351,1,0.609318996,0.816326531,0,0,2.9,0.161290323,0.681003584,0.17921147,43.7
59150167,0.147991543,0.221987315,1.078224101,0.031712474,0.317124736,1,0.507399577,0.427631579,0,0,3.2,0.23255814,0.665961945,0.105708245,36.9
59150174,0.245098039,0.294117647,0.784313725,0.06127451,0.257352941,0.845588235,0.551470588,0.694444444,0,0,3,0.183823529,0.698529412,0.110294118,39.4
59150175,0.196850394,0.206692913,0.807086614,0.019685039,0.275590551,0.807086614,0.511811024,0.7,0,0,2.7,0.108267717,0.551181102,0.344488189,52.8
59150176,0.165016502,0.354785479,1.014851485,0.148514851,0.189768977,1,0.412541254,0.077319588,0,0,3.2,0.255775578,0.693069307,0.057755776,33.4
59150177,0.245398773,0.398773006,0.981595092,0.04601227,0.352760736,1,0.506134969,0.267175573,0,0,2.6,0.168711656,0.552147239,0.291411043,46.5
59150178,0.218579235,0.273224044,0.949453552,0.081967213,0.286885246,1,0.484972678,0.431654676,0,0,2.9,0.191256831,0.648907104,0.157103825,40.6
59150179,0.448113208,0.424528302,1.073113208,0.058962264,0.318396226,1,0.530660377,0.604026846,0,0,2.9,0.188679245,0.625,0.188679245,42.1
59150180,0.15917603,0.224719101,0.973782772,0.074906367,0.262172285,0.983146067,0.468164794,0.638297872,0,0,2.9,0.205992509,0.646067416,0.149812734,39.8
59150181,0.311850312,0.332640333,1.122661123,0.145530146,0.27027027,1,0.498960499,0.365853659,0,0,2.5,0.155925156,0.686070686,0.155925156,41.7
59150182,0.219354839,0.270967742,0.709677419,0.058064516,0.232258065,0.767741935,0.503225806,0.505050505,0,0,2.9,0.180645161,0.670967742,0.141935484,40.5
59150183,0.360824742,0.354381443,0.902061856,0.128865979,0.238402062,0.953608247,0.457474227,0.215946844,0.11627907,0,2.7,0.225515464,0.631443299,0.141752577,37.9
59150184,0.315721649,0.315721649,0.444587629,0.257731959,0.051546392,0.605670103,0.341494845,0,0,0,1.9,0.083762887,0.528350515,0.386597938,53.9
59150185,0.222972973,0.263513514,0.918918919,0.222972973,0.236486486,1,0.466216216,0.069444444,0,0,2.1,0.155405405,0.689189189,0.162162162,41.7
59150186,0.399061033,0.44600939,0.774647887,0.453834116,0.133020344,0.993740219,0.34428795,0,0.207792208,0,1.7,0.086071987,0.680751174,0.234741784,46.3
59150187,0.357142857,0.421626984,0.853174603,0.426587302,0.193452381,0.987103175,0.441468254,0,0.664605873,0,1.6,0.084325397,0.674603175,0.243055556,46.7
59150188,0.105263158,0.463157895,0.936842105,0.305263158,0.336842105,1,0.463157895,0,0.941780822,0,1.6,0.084210526,0.589473684,0.326315789,52.5
59150189,0.424778761,0.451327434,0.778761062,0.495575221,0.079646018,0.991150442,0.415929204,0,0.959302326,0,1.7,0.10619469,0.716814159,0.17699115,43.6
59150190,0.299352751,0.428802589,0.752427184,0.461165049,0.088996764,0.970873786,0.461165049,0,0.13368984,0,1.7,0.080906149,0.809061489,0.105177994,41.3
59150191,0.222222222,0.333333333,0.825396825,0.492063492,0.087301587,0.952380952,0.420634921,0,0.2125,0.0125,1.7,0.079365079,0.825396825,0.095238095,40.6
59150192,0.212660732,0.326409496,0.820969337,0.207715134,0.361028684,0.944609298,0.489614243,0,0.142857143,0,1.7,0.089020772,0.801186944,0.108803165,40.8
59150193,0.239463602,0.287356322,0.91954023,0.35440613,0.325670498,1,0.344827586,0,0.202702703,0,1.5,0.04789272,0.756704981,0.201149425,46.3
59150194,0.277264325,0.443622921,0.767097967,0.406654344,0.22181146,0.970425139,0.406654344,0,0.120967742,0,1.6,0.064695009,0.767097967,0.166358595,45.3
59150195,0.131578947,0.321637427,0.899122807,0.043859649,0.402046784,0.986842105,0.526315789,0.031847134,0,0,2.2,0.14619883,0.643274854,0.211988304,45.2
59150196,0.239852399,0.36900369,1.02398524,0.129151292,0.341328413,1,0.488929889,0.021097046,0,0,2.4,0.175276753,0.701107011,0.129151292,39.9
59150197,0.292721519,0.379746835,0.735759494,0.419303797,0.158227848,0.878164557,0.443037975,0,0.439698492,0,1.6,0.055379747,0.767405063,0.174050633,42.2
59150198,0.353302611,0.353302611,0.806451613,0.368663594,0.19969278,0.875576037,0.430107527,0,0,0,1.8,0.115207373,0.775729647,0.107526882,39.6
59150199,0.257633588,0.429389313,0.88740458,0.248091603,0.391221374,1,0.429389313,0,0,0,1.6,0.076335878,0.801526718,0.124045802,43.3
59150200,0.357737105,0.257903494,0.848585691,0.316139767,0.108153078,1,0.457570715,0.217391304,0,0,2.3,0.091514143,0.78202995,0.124792013,40.6
59150201,0.22943038,0.237341772,0.917721519,0.268987342,0.158227848,1,0.411392405,0.037878788,0.018939394,0,2.5,0.181962025,0.743670886,0.071202532,35.5
